LONG,LAT,MOHO_DEPTH,VP/VS,METHOD,SUB-METHOD,AUTHOR,V_PROFILE(Y/N),LOCATION,SUB_LOCATION
-141.88,62.36,46,1.72,Hk,-,EARS,N,America_North,
-141.88,62.36,41,1.63,Hk,-,EARS,N,America_North,
-145.16,62.4,54,2.01,Hk,-,EARS,N,America_North,
-145.16,62.4,51,2.05,Hk,-,EARS,N,America_North,
-143,62.4,43,1.64,Hk,-,EARS,N,America_North,
-143,62.4,42,1.68,Hk,-,EARS,N,America_North,
-150.26,62.41,25,1.9,Hk,-,EARS,N,America_North,
-140.86,62.41,30,2.09,Hk,-,EARS,N,America_North,
-114.6,62.43,36,1.89,Hk,-,EARS,N,America_North,
-138.46,62.44,36,1.75,Hk,-,EARS,N,America_North,
-153.88,62.48,43,1.6,Hk,-,EARS,N,America_North,
-153.88,62.48,25,1.97,Hk,-,EARS,N,America_North,
-114.48,62.48,40,1.74,Hk,-,EARS,N,America_North,
-114.48,62.48,40,1.75,Hk,-,EARS,N,America_North,
-114.74,62.49,37,1.72,Hk,-,EARS,N,America_North,
-150.8,62.53,32,1.68,Hk,-,EARS,N,America_North,
-150.77,62.53,48,1.61,Hk,-,EARS,N,America_North,
-150.77,62.53,48,1.6,Hk,-,EARS,N,America_North,
-150.2,62.56,64,1.88,Hk,-,EARS,N,America_North,
-114.61,62.56,37,1.71,Hk,-,EARS,N,America_North,
-147.74,62.58,34,1.66,Hk,-,EARS,N,America_North,
-136.79,62.58,34,1.71,Hk,-,EARS,N,America_North,
-131.26,62.62,36,1.71,Hk,-,EARS,N,America_North,
-148.54,62.68,64,1.86,Hk,-,EARS,N,America_North,
-150.23,62.69,41,1.73,Hk,-,EARS,N,America_North,
-158.3,62.72,33,1.78,Hk,-,EARS,N,America_North,
-163.55,62.75,31,1.8,Hk,-,EARS,N,America_North,
-148.85,62.83,34,1.84,Hk,-,EARS,N,America_North,
-148.55,62.83,37,1.75,Hk,-,EARS,N,America_North,
-147.94,62.83,46,2.04,Hk,-,EARS,N,America_North,
-149.86,62.86,40,1.75,Hk,-,EARS,N,America_North,
-152.19,62.9,38,1.77,Hk,-,EARS,N,America_North,
-156.01,62.93,32,1.85,Hk,-,EARS,N,America_North,
-143.72,62.94,36,1.74,Hk,-,EARS,N,America_North,
-148.59,62.96,38,1.72,Hk,-,EARS,N,America_North,
-145.47,62.97,42,1.79,Hk,-,EARS,N,America_North,
-149.61,63,48,1.6,Hk,-,EARS,N,America_North,
-143.35,63.03,37,1.6,Hk,-,EARS,N,America_North,
-143.35,63.03,37,1.61,Hk,-,EARS,N,America_North,
-148.23,63.06,36,1.78,Hk,-,EARS,N,America_North,
-141.83,63.06,33,1.68,Hk,-,EARS,N,America_North,
-147.38,63.08,35,1.61,Hk,-,EARS,N,America_North,
-146.64,63.1,34,2.1,Hk,-,EARS,N,America_North,
-138.13,63.11,34,1.74,Hk,-,EARS,N,America_North,
-149.27,63.23,46,1.62,Hk,-,EARS,N,America_North,
-123.46,63.23,28,1.6,Hk,-,EARS,N,America_North,
-147.86,63.27,42,1.73,Hk,-,EARS,N,America_North,
-160.6,63.28,35,1.81,Hk,-,EARS,N,America_North,
-154.07,63.36,34,1.73,Hk,-,EARS,N,America_North,
-154.07,63.36,34,1.74,Hk,-,EARS,N,America_North,
-148.38,63.37,42,1.77,Hk,-,EARS,N,America_North,
-148.87,63.39,40,1.82,Hk,-,EARS,N,America_North,
-159.08,63.4,34,1.66,Hk,-,EARS,N,America_North,
-159.08,63.4,34,1.68,Hk,-,EARS,N,America_North,
-148.87,63.4,44,1.7,Hk,-,EARS,N,America_North,
-148.82,63.4,40,1.86,Hk,-,EARS,N,America_North,
-148.86,63.41,40,1.75,Hk,-,EARS,N,America_North,
-148.86,63.41,42,1.75,Hk,-,EARS,N,America_North,
-152.08,63.42,36,1.7,Hk,-,EARS,N,America_North,
-148.88,63.42,34,1.71,Hk,-,EARS,N,America_North,
-145.77,63.42,29,1.97,Hk,-,EARS,N,America_North,
-145.75,63.42,41,1.85,Hk,-,EARS,N,America_North,
-150.29,63.45,34,1.81,Hk,-,EARS,N,America_North,
-150.85,63.46,28,2.01,Hk,-,EARS,N,America_North,
-156.72,63.47,34,1.74,Hk,-,EARS,N,America_North,
-150.2,63.47,30,2.08,Hk,-,EARS,N,America_North,
-148.8,63.51,41,1.61,Hk,-,EARS,N,America_North,
-150.92,63.55,33,1.68,Hk,-,EARS,N,America_North,
-149.78,63.56,40,1.9,Hk,-,EARS,N,America_North,
-148.8,63.58,36,1.87,Hk,-,EARS,N,America_North,
-135.89,63.6,26,1.6,Hk,-,EARS,N,America_North,
-144.06,63.65,33,1.73,Hk,-,EARS,N,America_North,
-148.77,63.66,38,1.79,Hk,-,EARS,N,America_North,
-149.48,63.72,35,1.93,Hk,-,EARS,N,America_North,
-148.94,63.73,42,1.71,Hk,-,EARS,N,America_North,
-148.93,63.73,41,1.74,Hk,-,EARS,N,America_North,
-144.84,63.74,35,1.76,Hk,-,EARS,N,America_North,
-68.55,63.75,43,1.75,Hk,-,EARS,N,America_North,
-145.78,63.8,26,2.09,Hk,-,EARS,N,America_North,
-148.98,63.83,35,1.74,Hk,-,EARS,N,America_North,
-137.52,63.84,37,1.66,Hk,-,EARS,N,America_North,
-152.31,63.88,36,1.6,Hk,-,EARS,N,America_North,
-160.7,63.89,32,1.79,Hk,-,EARS,N,America_North,
-145.77,63.93,33,1.93,Hk,-,EARS,N,America_North,
-149.12,63.94,35,1.72,Hk,-,EARS,N,America_North,
-143.99,63.98,33,1.76,Hk,-,EARS,N,America_North,
-155.62,63.99,34,1.77,Hk,-,EARS,N,America_North,
-155.62,63.99,33,1.77,Hk,-,EARS,N,America_North,
-142.08,64.03,32,1.9,Hk,-,EARS,N,America_North,
-142.08,64.03,32,1.92,Hk,-,EARS,N,America_North,
-139.39,64.06,38,1.69,Hk,-,EARS,N,America_North,
-150.98,64.1,36,1.63,Hk,-,EARS,N,America_North,
-149.3,64.17,36,1.85,Hk,-,EARS,N,America_North,
-149.3,64.17,30,1.84,Hk,-,EARS,N,America_North,
-154.15,64.18,36,1.78,Hk,-,EARS,N,America_North,
-154.15,64.18,36,1.79,Hk,-,EARS,N,America_North,
-96,64.32,35,1.75,Hk,-,EARS,N,America_North,
-149.2,64.33,31,2.1,Hk,-,EARS,N,America_North,
-146.95,64.41,31,1.71,Hk,-,EARS,N,America_North,
-146.94,64.41,31,1.7,Hk,-,EARS,N,America_North,
-138.22,64.45,30,1.78,Hk,-,EARS,N,America_North,
-138.22,64.45,30,1.76,Hk,-,EARS,N,America_North,
-148.09,64.47,28,1.74,Hk,-,EARS,N,America_North,
-143.56,64.5,37,1.74,Hk,-,EARS,N,America_North,
-143.56,64.5,37,1.7,Hk,-,EARS,N,America_North,
-146.82,64.54,32,1.76,Hk,-,EARS,N,America_North,
-149.08,64.55,25,1.79,Hk,-,EARS,N,America_North,
-165.37,64.56,32,1.76,Hk,-,EARS,N,America_North,
-149.22,64.57,40,1.65,Hk,-,EARS,N,America_North,
-149.08,64.58,28,1.75,Hk,-,EARS,N,America_North,
-136.33,64.58,46,1.86,Hk,-,EARS,N,America_North,
-149.07,64.59,27,1.75,Hk,-,EARS,N,America_North,
-149.07,64.59,28,1.72,Hk,-,EARS,N,America_North,
-149.1,64.61,37,2.06,Hk,-,EARS,N,America_North,
-145.37,64.61,34,1.78,Hk,-,EARS,N,America_North,
-145.37,64.61,34,1.78,Hk,-,EARS,N,America_North,
-162.24,64.64,32,1.79,Hk,-,EARS,N,America_North,
-162.24,64.64,32,1.79,Hk,-,EARS,N,America_North,
-147.8,64.65,33,1.65,Hk,-,EARS,N,America_North,
-148.83,64.69,32,1.61,Hk,-,EARS,N,America_North,
-149.13,64.71,33,1.86,Hk,-,EARS,N,America_North,
-156.88,64.75,34,1.79,Hk,-,EARS,N,America_North,
-149.93,64.77,30,1.69,Hk,-,EARS,N,America_North,
-146.89,64.77,31,1.85,Hk,-,EARS,N,America_North,
-141.16,64.78,37,1.76,Hk,-,EARS,N,America_North,
-154.48,64.8,70,1.97,Hk,-,EARS,N,America_North,
-149.83,64.85,32,1.78,Hk,-,EARS,N,America_North,
-149.56,64.87,34,1.85,Hk,-,EARS,N,America_North,
-147.86,64.87,32,1.68,Hk,-,EARS,N,America_North,
-147.85,64.87,32,1.63,Hk,-,EARS,N,America_North,
-149.18,64.89,27,1.77,Hk,-,EARS,N,America_North,
-147.79,64.9,32,1.68,Hk,-,EARS,N,America_North,
-159.91,64.94,34,1.82,Hk,-,EARS,N,America_North,
-159.91,64.94,35,1.8,Hk,-,EARS,N,America_North,
-148.23,64.96,32,1.69,Hk,-,EARS,N,America_North,
-164.04,64.99,34,1.72,Hk,-,EARS,N,America_North,
-147.4,64.99,34,1.71,Hk,-,EARS,N,America_North,
-150.74,65.03,33,1.74,Hk,-,EARS,N,America_North,
-147.43,65.12,35,1.7,Hk,-,EARS,N,America_North,
-147.43,65.12,35,1.7,Hk,-,EARS,N,America_North,
-147.43,65.12,35,1.69,Hk,-,EARS,N,America_North,
-147.43,65.12,35,1.7,Hk,-,EARS,N,America_North,
-158.36,65.15,39,1.76,Hk,-,EARS,N,America_North,
-149.36,65.15,30,1.76,Hk,-,EARS,N,America_North,
-149.36,65.15,30,1.76,Hk,-,EARS,N,America_North,
-151.98,65.18,30,1.71,Hk,-,EARS,N,America_North,
-151.98,65.18,30,1.74,Hk,-,EARS,N,America_North,
-136.38,65.22,40,1.74,Hk,-,EARS,N,America_North,
-148.28,65.31,34,1.81,Hk,-,EARS,N,America_North,
-143.15,65.31,25,1.9,Hk,-,EARS,N,America_North,
-143.15,65.31,29,2.1,Hk,-,EARS,N,America_North,
-138.31,65.36,39,1.71,Hk,-,EARS,N,America_North,
-162.35,65.39,32,1.73,Hk,-,EARS,N,America_North,
-139.94,65.45,40,1.71,Hk,-,EARS,N,America_North,
-166.33,65.47,32,1.73,Hk,-,EARS,N,America_North,
-154.88,65.49,35,1.75,Hk,-,EARS,N,America_North,
-154.88,65.49,35,1.74,Hk,-,EARS,N,America_North,
-160.65,65.5,33,1.78,Hk,-,EARS,N,America_North,
-160.65,65.5,33,1.74,Hk,-,EARS,N,America_North,
-145.52,65.52,38,1.7,Hk,-,EARS,N,America_North,
-156.45,65.53,32,1.79,Hk,-,EARS,N,America_North,
-167.92,65.56,31,1.77,Hk,-,EARS,N,America_North,
-141.62,65.6,29,1.63,Hk,-,EARS,N,America_North,
-141.62,65.6,30,1.84,Hk,-,EARS,N,America_North,
-152.81,65.66,34,1.74,Hk,-,EARS,N,America_North,
-152.81,65.66,33,1.75,Hk,-,EARS,N,America_North,
-164.65,65.71,32,1.7,Hk,-,EARS,N,America_North,
-164.65,65.71,32,1.69,Hk,-,EARS,N,America_North,
-134.34,65.81,34,1.6,Hk,-,EARS,N,America_North,
-149.54,65.83,34,1.71,Hk,-,EARS,N,America_North,
-149.54,65.83,34,1.7,Hk,-,EARS,N,America_North,
-147.88,65.84,34,1.66,Hk,-,EARS,N,America_North,
-147.88,65.84,34,1.66,Hk,-,EARS,N,America_North,
-149.74,65.85,34,1.66,Hk,-,EARS,N,America_North,
-151.38,65.89,36,1.74,Hk,-,EARS,N,America_North,
-151.38,65.89,36,1.72,Hk,-,EARS,N,America_North,
-158.65,65.9,32,1.78,Hk,-,EARS,N,America_North,
-157.09,66.14,34,1.84,Hk,-,EARS,N,America_North,
-157.09,66.14,34,1.84,Hk,-,EARS,N,America_North,
-138.37,66.22,38,1.87,Hk,-,EARS,N,America_North,
-141.53,66.23,34,1.82,Hk,-,EARS,N,America_North,
-145.82,66.27,66,1.69,Hk,-,EARS,N,America_North,
-136.72,66.37,36,1.84,Hk,-,EARS,N,America_North,
-161.25,66.44,30,1.85,Hk,-,EARS,N,America_North,
-153.51,66.52,38,1.77,Hk,-,EARS,N,America_North,
-145.23,66.57,47,1.72,Hk,-,EARS,N,America_North,
-159.65,66.6,26,2.09,Hk,-,EARS,N,America_North,
-159.65,66.6,26,2.1,Hk,-,EARS,N,America_North,
-147.48,66.7,32,1.81,Hk,-,EARS,N,America_North,
-147.48,66.7,31,1.84,Hk,-,EARS,N,America_North,
-150.02,66.71,35,1.74,Hk,-,EARS,N,America_North,
-150.02,66.71,35,1.74,Hk,-,EARS,N,America_North,
-146.1,66.77,47,1.92,Hk,-,EARS,N,America_North,
-141.65,66.81,34,1.74,Hk,-,EARS,N,America_North,
-141.65,66.81,32,1.81,Hk,-,EARS,N,America_North,
-157.77,66.83,37,1.73,Hk,-,EARS,N,America_North,
-162.6,66.9,36,2.08,Hk,-,EARS,N,America_North,
-138.02,66.91,44,1.67,Hk,-,EARS,N,America_North,
-151.51,66.92,30,1.93,Hk,-,EARS,N,America_North,
-134.27,66.92,32,1.92,Hk,-,EARS,N,America_North,
-143.78,66.95,33,1.69,Hk,-,EARS,N,America_North,
-136.22,66.98,25,1.7,Hk,-,EARS,N,America_North,
-155.73,67.05,34,1.6,Hk,-,EARS,N,America_North,
-155.73,67.05,39,1.6,Hk,-,EARS,N,America_North,
-161.83,67.08,26,2.04,Hk,-,EARS,N,America_North,
-153.48,67.22,34,1.87,Hk,-,EARS,N,America_North,
-153.48,67.22,35,1.91,Hk,-,EARS,N,America_North,
-150.2,67.23,42,1.66,Hk,-,EARS,N,America_North,
-160.6,67.42,28,1.8,Hk,-,EARS,N,America_North,
-160.6,67.42,27,1.82,Hk,-,EARS,N,America_North,
-133.74,67.44,34,2.05,Hk,-,EARS,N,America_North,
-157.23,67.46,30,1.86,Hk,-,EARS,N,America_North,
-157.23,67.46,30,1.86,Hk,-,EARS,N,America_North,
-152.18,67.51,31,1.75,Hk,-,EARS,N,America_North,
-147.89,67.52,38,1.74,Hk,-,EARS,N,America_North,
-162.97,67.58,44,1.6,Hk,-,EARS,N,America_North,
-145.64,67.59,35,1.76,Hk,-,EARS,N,America_North,
-139.87,67.61,33,1.73,Hk,-,EARS,N,America_North,
-135.79,67.61,38,1.61,Hk,-,EARS,N,America_North,
-144.15,67.69,36,1.71,Hk,-,EARS,N,America_North,
-163.08,67.7,28,1.8,Hk,-,EARS,N,America_North,
-163.08,67.7,28,1.8,Hk,-,EARS,N,America_North,
-115.09,67.82,41,1.81,Hk,-,EARS,N,America_North,
-162.9,68.05,39,1.77,Hk,-,EARS,N,America_North,
-149.62,68.06,26,1.62,Hk,-,EARS,N,America_North,
-148.49,68.07,26,1.64,Hk,-,EARS,N,America_North,
-148.49,68.07,31,1.6,Hk,-,EARS,N,America_North,
-145.57,68.12,44,1.66,Hk,-,EARS,N,America_North,
-145.57,68.12,40,1.7,Hk,-,EARS,N,America_North,
-151.81,68.13,44,1.73,Hk,-,EARS,N,America_North,
-141.6,68.19,32,1.72,Hk,-,EARS,N,America_North,
-141.6,68.19,32,1.71,Hk,-,EARS,N,America_North,
-156.19,68.26,41,1.82,Hk,-,EARS,N,America_North,
-165.34,68.27,30,2.1,Hk,-,EARS,N,America_North,
-165.34,68.27,30,2.1,Hk,-,EARS,N,America_North,
-133.52,68.31,34,1.72,Hk,-,EARS,N,America_North,
-137.9,68.39,45,1.69,Hk,-,EARS,N,America_North,
-153.97,68.44,37,1.88,Hk,-,EARS,N,America_North,
-153.97,68.44,34,2,Hk,-,EARS,N,America_North,
-163.18,68.48,38,1.87,Hk,-,EARS,N,America_North,
-158.12,68.49,42,1.74,Hk,-,EARS,N,America_North,
-139.53,68.6,36,1.75,Hk,-,EARS,N,America_North,
-149.57,68.64,53,1.63,Hk,-,EARS,N,America_North,
-161.19,68.65,30,2.06,Hk,-,EARS,N,America_North,
-161.19,68.65,31,2.01,Hk,-,EARS,N,America_North,
-156.61,68.71,37,2.1,Hk,-,EARS,N,America_North,
-156.61,68.71,40,1.91,Hk,-,EARS,N,America_North,
-152.68,68.88,40,1.86,Hk,-,EARS,N,America_North,
-152.68,68.88,40,1.85,Hk,-,EARS,N,America_North,
-150.68,68.97,45,1.75,Hk,-,EARS,N,America_North,
-159.59,69.1,25,1.79,Hk,-,EARS,N,America_North,
-159.59,69.1,41,1.74,Hk,-,EARS,N,America_North,
-148.82,69.15,32,1.87,Hk,-,EARS,N,America_North,
-148.82,69.15,44,1.6,Hk,-,EARS,N,America_North,
-154.78,69.16,36,1.93,Hk,-,EARS,N,America_North,
-154.78,69.16,43,1.8,Hk,-,EARS,N,America_North,
-140.96,69.24,42,1.81,Hk,-,EARS,N,America_North,
-146.38,69.32,41,1.69,Hk,-,EARS,N,America_North,
-146.38,69.32,44,1.65,Hk,-,EARS,N,America_North,
-138.74,69.33,36,1.69,Hk,-,EARS,N,America_North,
-124.07,69.35,38,1.77,Hk,-,EARS,N,America_North,
-161.8,69.36,25,1.71,Hk,-,EARS,N,America_North,
-161.8,69.36,40,1.61,Hk,-,EARS,N,America_North,
-81.82,69.37,38,1.7,Hk,-,EARS,N,America_North,
-154.61,69.62,43,1.61,Hk,-,EARS,N,America_North,
-143.71,69.63,40,1.83,Hk,-,EARS,N,America_North,
-143.71,69.63,42,1.76,Hk,-,EARS,N,America_North,
-148.7,69.72,29,1.92,Hk,-,EARS,N,America_North,
-150.61,69.84,25,1.82,Hk,-,EARS,N,America_North,
-150.61,69.84,38,1.61,Hk,-,EARS,N,America_North,
-144.91,69.92,32,1.9,Hk,-,EARS,N,America_North,
-144.91,69.92,33,1.89,Hk,-,EARS,N,America_North,
-157.16,70.01,36,1.6,Hk,-,EARS,N,America_North,
-157.16,70.01,36,1.6,Hk,-,EARS,N,America_North,
-161.07,70.2,42,1.61,Hk,-,EARS,N,America_North,
-161.07,70.2,40,1.61,Hk,-,EARS,N,America_North,
-153.42,70.34,32,1.6,Hk,-,EARS,N,America_North,
-153.42,70.34,32,1.6,Hk,-,EARS,N,America_North,
-68.59,70.47,34,1.69,Hk,-,EARS,N,America_North,
-154.97,71,48,1.62,Hk,-,EARS,N,America_North,
-154.97,71,34,1.9,Hk,-,EARS,N,America_North,
-156.62,71.32,33,1.7,Hk,-,EARS,N,America_North,
-156.62,71.32,32,1.75,Hk,-,EARS,N,America_North,
-125.25,71.99,29,1.63,Hk,-,EARS,N,America_North,
-77.96,72.7,33,1.75,Hk,-,EARS,N,America_North,
-94.9,74.69,32,2.09,Hk,-,EARS,N,America_North,
-119.36,76.24,38,1.61,Hk,-,EARS,N,America_North,
-86.42,80.05,27,2.1,Hk,-,EARS,N,America_North,
-67.63,-54.93,25,1.66,Hk,-,EARS,N,America_South,
-68.71,-54.14,35,1.6,Hk,-,EARS,N,America_South,
-70.46,-53.85,33,1.66,Hk,-,EARS,N,America_South,
-70.93,-53.61,32,1.73,Hk,-,EARS,N,America_South,
-71.05,-53.15,33,1.6,Hk,-,EARS,N,America_South,
-72.03,-52.55,32,1.76,Hk,-,EARS,N,America_South,
-72.5,-51.68,32,1.6,Hk,-,EARS,N,America_South,
-58.06,-51.68,38,1.75,Hk,-,EARS,N,America_South,
-72.34,-51.27,31,1.73,Hk,-,EARS,N,America_South,
-72.56,-48.46,32,2.1,Hk,-,EARS,N,America_South,
-73.54,-47.8,31,1.81,Hk,-,EARS,N,America_South,
-72.59,-47.25,33,1.82,Hk,-,EARS,N,America_South,
-71.69,-46.58,37,1.68,Hk,-,EARS,N,America_South,
-72.08,-45.57,36,1.86,Hk,-,EARS,N,America_South,
-73.51,-45.15,61,2.04,Hk,-,EARS,N,America_South,
-72.65,-44.42,34,1.96,Hk,-,EARS,N,America_South,
-71.85,-43.19,47,1.67,Hk,-,EARS,N,America_South,
-73.66,-43.11,32,1.6,Hk,-,EARS,N,America_South,
-73.48,-42.83,30,1.77,Hk,-,EARS,N,America_South,
-72.41,-42.38,36,2.1,Hk,-,EARS,N,America_South,
-73.63,-42.22,25,1.62,Hk,-,EARS,N,America_South,
-73.47,-41.41,25,1.6,Hk,-,EARS,N,America_South,
-72.4,-41.14,62,2.1,Hk,-,EARS,N,America_South,
-72.41,-40.91,30,1.65,Hk,-,EARS,N,America_South,
-70.55,-40.73,36,1.79,Hk,-,EARS,N,America_South,
-72,-40.23,42,1.82,Hk,-,EARS,N,America_South,
-73.43,-39.88,37,1.92,Hk,-,EARS,N,America_South,
-72.35,-39.63,58,2.04,Hk,-,EARS,N,America_South,
-71.47,-39.58,42,1.84,Hk,-,EARS,N,America_South,
-70.88,-38.9,66,2.02,Hk,-,EARS,N,America_South,
-73.89,-38.41,38,1.72,Hk,-,EARS,N,America_South,
-61.98,-38.06,43,1.76,Hk,-,EARS,N,America_South,
-73.03,-36.84,63,1.81,Hk,-,EARS,N,America_South,
-73.19,-36.75,34,1.7,Hk,-,EARS,N,America_South,
-71.27,-36.66,56,1.68,Hk,-,EARS,N,America_South,
-70.59,-36.07,50,1.9,Hk,-,EARS,N,America_South,
-71.42,-35.76,64,1.86,Hk,-,EARS,N,America_South,
-71.93,-35.01,32,1.96,Hk,-,EARS,N,America_South,
-71.79,-34.96,50,1.6,Hk,-,EARS,N,America_South,
-70.78,-34.79,49,2.04,Hk,-,EARS,N,America_South,
-71.96,-34.5,37,1.95,Hk,-,EARS,N,America_South,
-71.08,-34.39,32,1.87,Hk,-,EARS,N,America_South,
-70.61,-33.99,41,1.6,Hk,-,EARS,N,America_South,
-71.42,-33.92,35,2.06,Hk,-,EARS,N,America_South,
-71.25,-33.86,27,1.97,Hk,-,EARS,N,America_South,
-70.21,-33.85,47,2.03,Hk,-,EARS,N,America_South,
-70.99,-33.78,36,1.81,Hk,-,EARS,N,America_South,
-70.29,-33.74,56,1.99,Hk,-,EARS,N,America_South,
-70.55,-33.73,41,1.97,Hk,-,EARS,N,America_South,
-71.61,-33.66,35,2.1,Hk,-,EARS,N,America_South,
-70.51,-33.6,55,2.01,Hk,-,EARS,N,America_South,
-70.51,-33.49,58,2.1,Hk,-,EARS,N,America_South,
-70.02,-33.45,29,1.99,Hk,-,EARS,N,America_South,
-70.52,-33.43,67,2.05,Hk,-,EARS,N,America_South,
-70.54,-33.4,52,1.91,Hk,-,EARS,N,America_South,
-70.14,-33.4,46,2.09,Hk,-,EARS,N,America_South,
-70.74,-33.39,52,1.74,Hk,-,EARS,N,America_South,
-70.54,-33.27,44,2.01,Hk,-,EARS,N,America_South,
-71.14,-33.26,62,1.82,Hk,-,EARS,N,America_South,
-70.68,-33.15,26,1.6,Hk,-,EARS,N,America_South,
-71.64,-33.02,33,1.77,Hk,-,EARS,N,America_South,
-71.02,-32.98,52,1.6,Hk,-,EARS,N,America_South,
-71.02,-32.98,64,1.83,Hk,-,EARS,N,America_South,
-70.55,-32.76,62,1.61,Hk,-,EARS,N,America_South,
-71.3,-32.56,32,1.71,Hk,-,EARS,N,America_South,
-70.97,-32.04,42,1.75,Hk,-,EARS,N,America_South,
-71,-31.2,44,1.83,Hk,-,EARS,N,America_South,
-70.69,-30.84,27,1.74,Hk,-,EARS,N,America_South,
-71.63,-30.67,34,1.86,Hk,-,EARS,N,America_South,
-70.8,-30.17,41,1.93,Hk,-,EARS,N,America_South,
-70.09,-29.98,29,2.05,Hk,-,EARS,N,America_South,
-71.24,-29.92,32,1.83,Hk,-,EARS,N,America_South,
-71.46,-29.24,28,2.1,Hk,-,EARS,N,America_South,
-70.7,-29.01,25,1.91,Hk,-,EARS,N,America_South,
-70.27,-28.84,69,1.6,Hk,-,EARS,N,America_South,
-71.08,-28.19,35,2.07,Hk,-,EARS,N,America_South,
-70.23,-27.59,40,1.88,Hk,-,EARS,N,America_South,
-49.01,-27.4,36,1.77,Hk,-,EARS,N,America_South,
-70.35,-27.36,24,2.1,Hk,-,EARS,N,America_South,
-70.86,-27.13,32,1.91,Hk,-,EARS,N,America_South,
-69.13,-26.84,36,1.79,Hk,-,EARS,N,America_South,
-57.33,-26.33,35,1.75,Hk,-,EARS,N,America_South,
-70.6,-26.15,40,1.88,Hk,-,EARS,N,America_South,
-69.59,-25.16,70,1.84,Hk,-,EARS,N,America_South,
-47.28,-24.29,39,1.68,Hk,-,EARS,N,America_South,
-47.43,-23.59,43,1.73,Hk,-,EARS,N,America_South,
-45.16,-23.32,34,1.68,Hk,-,EARS,N,America_South,
-46.97,-23,36,1.77,Hk,-,EARS,N,America_South,
-68.18,-22.95,66,1.82,Hk,-,EARS,N,America_South,
-43.96,-22.87,33,1.69,Hk,-,EARS,N,America_South,
-68.91,-22.62,70,2.1,Hk,-,EARS,N,America_South,
-68.91,-22.61,27,2.1,Hk,-,EARS,N,America_South,
-67.65,-22.28,30,1.74,Hk,-,EARS,N,America_South,
-43.44,-22.28,38,1.72,Hk,-,EARS,N,America_South,
-42.37,-22.08,36,1.73,Hk,-,EARS,N,America_South,
-67.85,-21.96,40,1.62,Hk,-,EARS,N,America_South,
-67.35,-21.95,59,2.1,Hk,-,EARS,N,America_South,
-41.66,-21.83,39,1.6,Hk,-,EARS,N,America_South,
-68.04,-21.32,37,2.02,Hk,-,EARS,N,America_South,
-40.73,-20.62,38,1.7,Hk,-,EARS,N,America_South,
-70.18,-20.57,10,1.68,Hk,-,EARS,N,America_South,
-66.75,-20.46,38,1.91,Hk,-,EARS,N,America_South,
-70.13,-20.27,27,1.98,Hk,-,EARS,N,America_South,
-69.42,-19.87,53,1.72,Hk,-,EARS,N,America_South,
-69.19,-19.67,38,1.64,Hk,-,EARS,N,America_South,
-65.44,-19.63,50,2.02,Hk,-,EARS,N,America_South,
-67.72,-19.62,48,2.05,Hk,-,EARS,N,America_South,
-68.32,-19.61,67,1.6,Hk,-,EARS,N,America_South,
-64.18,-19.49,46,1.81,Hk,-,EARS,N,America_South,
-65.93,-19.37,28,1.76,Hk,-,EARS,N,America_South,
-67.22,-19.35,64,1.71,Hk,-,EARS,N,America_South,
-40.39,-19.31,38,1.69,Hk,-,EARS,N,America_South,
-65.07,-19.16,52,1.9,Hk,-,EARS,N,America_South,
-64.64,-19.15,37,2.1,Hk,-,EARS,N,America_South,
-66.22,-19.1,32,1.66,Hk,-,EARS,N,America_South,
-69.14,-18.85,34,2.1,Hk,-,EARS,N,America_South,
-66.73,-18.83,66,1.62,Hk,-,EARS,N,America_South,
-46.44,-18.54,45,1.7,Hk,-,EARS,N,America_South,
-70.34,-18.37,51,1.62,Hk,-,EARS,N,America_South,
-38.7,-17.96,32,1.6,Hk,-,EARS,N,America_South,
-40.13,-17.84,35,1.75,Hk,-,EARS,N,America_South,
-67.48,-17.78,25,1.84,Hk,-,EARS,N,America_South,
-67.75,-17.29,62,1.83,Hk,-,EARS,N,America_South,
-68.31,-16.92,50,1.98,Hk,-,EARS,N,America_South,
-39.81,-16.58,40,1.72,Hk,-,EARS,N,America_South,
-68.08,-16.17,62,1.73,Hk,-,EARS,N,America_South,
-48.01,-15.64,42,1.71,Hk,-,EARS,N,America_South,
-40.75,-14.53,40,1.71,Hk,-,EARS,N,America_South,
-39.58,-13.72,26,2.09,Hk,-,EARS,N,America_South,
-76.84,-11.99,59,1.6,Hk,-,EARS,N,America_South,
-67.75,-10.15,41,1.8,Hk,-,EARS,N,America_South,
-63.18,-8.95,43,1.81,Hk,-,EARS,N,America_South,
-35.9,-5.83,32,1.73,Hk,-,EARS,N,America_South,
-79.14,-4.86,43,1.6,Hk,-,EARS,N,America_South,
-79.95,-4.37,60,1.92,Hk,-,EARS,N,America_South,
-80.07,-3.55,46,1.89,Hk,-,EARS,N,America_South,
-78.5,-3.15,57,1.63,Hk,-,EARS,N,America_South,
-79.26,-2.47,48,1.69,Hk,-,EARS,N,America_South,
-78.87,-1.49,64,1.73,Hk,-,EARS,N,America_South,
-78.02,-1.49,25,1.95,Hk,-,EARS,N,America_South,
-78.77,-1.46,56,1.8,Hk,-,EARS,N,America_South,
-80.43,-1.27,27,1.6,Hk,-,EARS,N,America_South,
-80.67,-1.07,35,1.9,Hk,-,EARS,N,America_South,
